"","V2","V7"
"1139",24666,"973.85"
"1140",24670,"153"
"1141",24675,"306"
"1142",24685,"843.03"
"1143",24800,"1133.73"
"1144",24802,"1424.43"
"1145",24900,"973.85"
"1146",24920,"872.1"
"1147",24925,"306"
"1148",24930,"749.7"
"1149",24931,"1162.8"
"1150",24935,"1075.59"
"1151",24940,"1075.59"
"1152",24999,"BR"
"1153",25000,"465.12"
"1154",25020,"520.2"
"1155",25023,"673.2"
"1156",25028,"306"
"1157",25031,"306"
"1158",25035,"596.7"
"1159",25040,"712.22"
"1160",25065,"122.4"
"1161",25066,"306"
"1162",25075,"229.5"
"1163",25076,"382.5"
"1164",25077,"1424.43"
"1165",25085,"784.89"
"1166",25100,"523.26"
"1167",25101,"595.94"
"1168",25105,"843.03"
"1169",25107,"813.96"
"1170",25110,"336.6"
"1171",25111,"392.45"
"1172",25112,"523.26"
"1173",25115,"841.5"
"1174",25116,"841.5"
"1175",25118,"639.54"
"1176",25119,"843.03"
"1177",25120,"792.72"
"1178",25125,"973.85"
"1179",25126,"887.4"
"1180",25130,"712.22"
"1181",25135,"857.57"
"1182",25136,"857.57"
"1183",25145,"857.57"
"1184",25150,"784.89"
"1185",25151,"826.2"
"1186",25170,"1142.5"
"1187",25210,"566.87"
"1188",25215,"973.85"
"1189",25230,"610.47"
"1190",25240,"610.47"
"1191",25246,"91.8"
"1192",25248,"382.5"
"1193",25250,"382.5"
"1194",25251,"489.6"
"1195",25260,"688.5"
"1196",25263,"826.2"
"1197",25265,"902.7"
"1198",25270,"550.8"
"1199",25272,"688.5"
"1200",25274,"826.2"
"1201",25280,"688.5"
"1202",25290,"382.5"
"1203",25295,"443.7"
"1204",25300,"1046.52"
"1205",25301,"915.71"
"1206",25310,"920.8"
"1207",25312,"1046.52"
"1208",25315,"1071.15"
"1209",25316,"1424.43"
"1210",25320,"1206.41"
"1211",25332,"1279.08"
"1212",25335,"1787.81"
"1213",25337,"1220.94"
"1214",25350,"993.35"
"1215",25355,"1162.8"
"1216",25360,"974.4"
"1217",25365,"1351.76"
"1218",25370,"1055.7"
"1219",25375,"1424.43"
"1220",25390,"1025.1"
"1221",25391,"1269.9"
"1222",25392,"1351.76"
"1223",25393,"1526.18"
"1224",25400,"1140.62"
"1225",25405,"1346.4"
"1226",25415,"1453.5"
"1227",25420,"1671.53"
"1228",25425,"1269.9"
"1229",25426,"1526.18"
"1230",25440,"1206.41"
"1231",25441,"1206.41"
"1232",25442,"1206.41"
"1233",25443,"1206.41"
"1234",25444,"1351.76"
"1235",25445,"1351.76"
"1236",25446,"1845.95"
"1237",25447,"1075.59"
"1238",25449,"902.7"
"1239",25450,"612"
"1240",25455,"871.47"
"1241",25490,"826.2"
"1242",25491,"826.2"
"1243",25492,"979.2"
"1244",25500,"244.8"
"1245",25505,"382.5"
"1246",25515,"784.89"
"1247",25520,"382.5"
"1248",25525,"972.82"
"1249",25526,"1132.2"
"1250",25530,"276.17"
"1251",25535,"382.5"
"1252",25545,"784.89"
"1253",25560,"290.7"
"1254",25565,"537.94"
"1255",25574,"1061.06"
"1256",25575,"1148.27"
"1257",25600,"292.7"
"1258",25605,"413.1"
"1259",25611,"673.2"
"1260",25620,"770.36"
"1261",25622,"299.43"
"1262",25624,"382.5"
"1263",25628,"741.29"
"1264",25630,"214.2"
"1265",25635,"382.5"
"1266",25645,"610.47"
"1267",25650,"306"
"1268",25660,"382.5"
"1269",25670,"726.75"
"1270",25675,"306"
"1271",25676,"642.6"
"1272",25680,"581.4"
"1273",25685,"828.5"
"1274",25690,"479.83"
"1275",25695,"726.75"
"1276",25800,"1090.13"
"1277",25805,"1308.15"
"1278",25810,"1337.22"
"1279",25820,"886.64"
"1280",25825,"1250.01"
"1281",25830,"1148.27"
"1282",25900,"918"
"1283",25905,"780.3"
"1284",25907,"351.9"
"1285",25909,"918"
"1286",25915,"1009.8"
"1287",25920,"770.36"
"1288",25922,"306"
"1289",25924,"770.36"
"1290",25927,"889.51"
"1291",25929,"306"
"1292",25931,"872.1"
"1293",25999,"BR"
"1294",26010,"61.2"
"1295",26011,"260.1"
"1296",26020,"479.66"
"1297",26025,"479.66"
"1298",26030,"1002.92"
"1299",26034,"443.7"
"1300",26035,"1002.92"
"1301",26037,"382.5"
"1302",26040,"260.1"
"1303",26045,"382.5"
"1304",26055,"382.5"
"1305",26060,"198.9"
"1306",26070,"421.52"
"1307",26075,"421.52"
"1308",26080,"382.5"
"1309",26100,"479.66"
"1310",26105,"363.38"
"1311",26110,"306"
"1312",26115,"275.4"
"1313",26116,"382.5"
"1314",26117,"1497.11"
"1315",26121,"930.24"
"1316",26123,"1075.59"
"1317",26125,"363.38"
"1318",26130,"610.47"
"1319",26135,"726.75"
"1320",26140,"610.47"
"1321",26145,"726.75"
"1322",26160,"306"
"1323",26170,"382.5"
"1324",26180,"382.5"
"1325",26185,"413.1"
"1326",26200,"610.47"
"1327",26205,"784.89"
"1328",26210,"552.33"
"1329",26215,"726.75"
"1330",26230,"504.9"
"1331",26235,"443.7"
"1332",26236,"321.3"
"1333",26250,"726.75"
"1334",26255,"973.85"
"1335",26260,"726.75"
"1336",26261,"843.03"
"1337",26262,"726.75"
"1338",26320,"377.91"
"1339",26350,"810.9"
"1340",26352,"1002.92"
"1341",26356,"1055.7"
"1342",26357,"1206.41"
"1343",26358,"1206.41"
"1344",26370,"902.7"
"1345",26372,"1055.7"
"1346",26373,"902.7"
"1347",26390,"902.7"
"1348",26392,"1025.1"
"1349",26410,"351.9"
"1350",26412,"642.6"
"1351",26415,"627.3"
"1352",26416,"703.8"
"1353",26418,"443.7"
"1354",26420,"596.7"
"1355",26426,"765"
"1356",26428,"973.85"
"1357",26432,"306"
"1358",26433,"443.7"
"1359",26434,"520.2"
"1360",26437,"596.7"
"1361",26440,"504.9"
"1362",26442,"596.7"
"1363",26445,"443.7"
"1364",26449,"596.7"
"1365",26450,"382.5"
"1366",26455,"382.5"
"1367",26460,"382.5"
"1368",26471,"642.6"
"1369",26474,"504.9"
"1370",26476,"443.7"
"1371",26477,"443.7"
"1372",26478,"596.7"
"1373",26479,"596.7"
"1374",26480,"810.9"
"1375",26483,"1035.46"
"1376",26485,"902.7"
"1377",26489,"1002.92"
"1378",26490,"973.85"
"1379",26492,"1075.59"
"1380",26494,"1090.13"
"1381",26496,"1133.73"
"1382",26497,"1005.67"
"1383",26498,"1269.9"
"1384",26499,"BR"
"1385",26500,"642.6"
"1386",26502,"765"
"1387",26504,"930.24"
"1388",26508,"765"
"1389",26510,"1206.41"
"1390",26516,"642.6"
"1391",26517,"963.9"
"1392",26518,"1090.13"
"1393",26520,"642.6"
"1394",26525,"642.6"
"1395",26530,"726.75"
"1396",26531,"843.03"
"1397",26535,"610.47"
"1398",26536,"843.03"
"1399",26540,"749.7"
"1400",26541,"902.7"
"1401",26542,"1031.99"
"1402",26545,"765"
"1403",26546,"795.6"
"1404",26548,"826.2"
"1405",26550,"1715.13"
"1406",26551,"3213"
"1407",26553,"2799.9"
"1408",26554,"BR"
"1409",26555,"1193.4"
"1410",26556,"BR"
"1411",26560,"843.03"
"1412",26561,"1031.99"
"1413",26562,"2136.65"
"1414",26565,"765"
"1415",26567,"657.9"
"1416",26568,"979.2"
"1417",26580,"BR"
"1418",26585,"BR"
"1419",26587,"BR"
"1420",26590,"BR"
"1421",26591,"BR"
"1422",26593,"BR"
"1423",26596,"BR"
"1424",26600,"168.3"
"1425",26605,"244.8"
"1426",26607,"428.4"
"1427",26608,"428.4"
"1428",26615,"610.47"
"1429",26641,"183.6"
"1430",26645,"275.4"
"1431",26650,"504.9"
"1432",26665,"755.82"
"1433",26670,"168.3"
"1434",26675,"260.1"
"1435",26676,"397.8"
"1436",26685,"581.4"
"1437",26686,"741.29"
"1438",26700,"137.7"
"1439",26705,"260.1"
"1440",26706,"336.6"
"1441",26715,"581.4"
"1442",26720,"107.1"
"1443",26725,"168.3"
"1444",26727,"351.9"
"1445",26735,"489.6"
"1446",26740,"183.6"
"1447",26742,"260.1"
"1448",26746,"610.47"
"1449",26750,"76.5"
"1450",26755,"137.7"
"1451",26756,"229.5"
"1452",26765,"372.59"
"1453",26770,"91.8"
"1454",26775,"168.3"
"1455",26776,"260.1"
"1456",26785,"392.45"
"1457",26820,"902.7"
"1458",26841,"810.9"
"1459",26842,"973.85"
"1460",26843,"810.9"
"1461",26844,"973.85"
"1462",26850,"627.3"
"1463",26852,"780.3"
"1464",26860,"566.1"
"1465",26861,"261.63"
"1466",26862,"765"
"1467",26863,"334.31"
"1468",26910,"719.1"
"1469",26951,"382.5"
"1470",26952,"535.5"
"1471",26989,"BR"
"1472",26990,"306"
"1473",26991,"443.7"
"1474",26992,"520.2"
"1475",27000,"260.1"
"1476",27001,"443.7"
"1477",27003,"520.2"
"1478",27005,"612"
"1479",27006,"612"
"1480",27025,"861.63"
"1481",27030,"1002.92"
"1482",27033,"1023.59"
"1483",27035,"1220.94"
"1484",27036,"BR"
"1485",27040,"91.8"
"1486",27041,"306"
"1487",27047,"275.4"
"1488",27048,"784.89"
"1489",27049,"2209.32"
"1490",27050,"581.4"
"1491",27052,"1351.76"
"1492",27054,"1962.23"
"1493",27060,"425.88"
"1494",27062,"459"
"1495",27065,"581.4"
"1496",27066,"959.31"
"1497",27067,"1133.73"
"1498",27070,"520.2"
"1499",27071,"944.6"
"1500",27075,"1805.4"
"1501",27076,"2136.65"
"1502",27077,"2848.86"
"1503",27078,"902.7"
"1504",27079,"1279.08"
"1505",27080,"566.87"
"1506",27086,"91.8"
"1507",27087,"443.7"
"1508",27090,"874.88"
"1509",27091,"2209.32"
"1510",27093,"122.4"
"1511",27095,"229.5"
"1512",27097,"1002.92"
"1513",27098,"1133.73"
"1514",27100,"1453.5"
"1515",27105,"1526.18"
"1516",27110,"1962.23"
"1517",27111,"1133.73"
"1518",27120,"1715.13"
"1519",27122,"1424.43"
"1520",27125,"1918.62"
"1521",27130,"2703.51"
"1522",27132,"3212.24"
"1523",27134,"3488.4"
"1524",27137,"2776.19"
"1525",27138,"2776.19"
"1526",27140,"749.7"
"1527",27146,"1424.43"
"1528",27147,"2107.58"
"1529",27151,"1845.95"
"1530",27156,"2063.97"
"1531",27158,"2282"
"1532",27161,"1351.76"
"1533",27165,"2107.58"
"1534",27170,"1889.55"
"1535",27175,"1002.92"
"1536",27176,"1424.43"
"1537",27177,"1642.46"
"1538",27178,"1715.13"
"1539",27179,"1526.18"
"1540",27181,"1715.13"
"1541",27185,"770.36"
"1542",27187,"1569.78"
"1543",27193,"336.6"
"1544",27194,"596.7"
"1545",27200,"122.4"
"1546",27202,"275.4"
"1547",27215,"1308.15"
"1548",27216,"627.3"
"1549",27217,"1366.29"
"1550",27218,"1497.11"
"1551",27220,"382.5"
"1552",27222,"810.9"
"1553",27226,"1177.34"
"1554",27227,"1621.8"
"1555",27228,"2703.51"
"1556",27230,"397.8"
"1557",27232,"784.89"
"1558",27235,"1497.11"
"1559",27236,"1569.78"
"1560",27238,"443.7"
"1561",27240,"962.23"
"1562",27244,"1569.78"
"1563",27245,"1613.39"
"1564",27246,"229.5"
"1565",27248,"719.1"
"1566",27250,"382.5"
"1567",27252,"489.6"
"1568",27253,"1133.73"
"1569",27254,"1424.43"
"1570",27256,"654.08"
"1571",27257,"712.22"
"1572",27258,"1337.22"
"1573",27259,"1569.78"
"1574",27265,"382.5"
"1575",27266,"443.7"
"1576",27275,"305.24"
"1577",27280,"1351.76"
"1578",27282,"1279.08"
"1579",27284,"1787.81"
"1580",27286,"1845.95"
"1581",27290,"2558.16"
"1582",27295,"2136.65"
"1583",27299,"BR"
"1584",27301,"244.8"
"1585",27303,"520.2"
"1586",27305,"486.01"
"1587",27306,"306"
"1588",27307,"443.7"
"1589",27310,"857.57"
"1590",27315,"712.22"
"1591",27320,"712.22"
"1592",27323,"91.8"
"1593",27324,"382.5"
"1594",27327,"183.6"
"1595",27328,"465.12"
"1596",27329,"2209.32"
"1597",27330,"784.89"
"1598",27331,"901.17"
"1599",27332,"1075.59"
"1600",27333,"1569.78"
"1601",27334,"1133.73"
"1602",27335,"1308.15"
"1603",27340,"421.52"
"1604",27345,"639.54"
"1605",27350,"828.5"
"1606",27355,"784.89"
"1607",27356,"930.24"
"1608",27357,"1075.59"
"1609",27358,"1206.41"
"1610",27360,"749.7"
"1611",27365,"1279.08"
"1612",27370,"61.2"
"1613",27372,"382.5"
"1614",27380,"872.1"
"1615",27381,"1002.92"
"1616",27385,"930.24"
"1617",27386,"1133.73"
"1618",27390,"479.66"
"1619",27391,"596.7"
"1620",27392,"857.57"
"1621",27393,"581.4"
"1622",27394,"770.36"
"1623",27395,"1002.92"
"1624",27396,"857.57"
"1625",27397,"1002.92"
"1626",27400,"857.57"
"1627",27403,"1133.73"
"1628",27405,"1119.2"
"1629",27407,"1279.08"
"1630",27409,"1744.2"
"1631",27418,"1424.43"
"1632",27420,"1104.66"
"1633",27422,"1453.5"
"1634",27424,"1453.5"
"1635",27425,"1133.73"
"1636",27427,"1715.13"
"1637",27428,"2020.37"
"1638",27429,"1991.3"
"1639",27430,"1002.92"
"1640",27435,"857.57"
"1641",27437,"1002.92"
"1642",27438,"1133.73"
"1643",27440,"1206.41"
"1644",27441,"1424.43"
"1645",27442,"1279.08"
"1646",27443,"1569.78"
"1647",27445,"2136.65"
"1648",27446,"1845.95"
"1649",27447,"2514.56"
"1650",27448,"1264.55"
"1651",27450,"1351.76"
"1652",27454,"1424.43"
"1653",27455,"1162.8"
"1654",27457,"1351.76"
"1655",27465,"1962.23"
"1656",27466,"2543.63"
"1657",27468,"2907"
"1658",27470,"1962.23"
"1659",27472,"2252.93"
"1660",27475,"1351.76"
"1661",27477,"1526.18"
"1662",27479,"1962.23"
"1663",27485,"1061.06"
"1664",27486,"1918.62"
"1665",27487,"3139.56"
"1666",27488,"1715.13"
"1667",27495,"1206.41"
"1668",27496,"504.9"
"1669",27497,"610.47"
"1670",27498,"610.47"
"1671",27499,"799.43"
"1672",27500,"520.2"
"1673",27501,"610.47"
"1674",27502,"749.7"
"1675",27503,"857.57"
"1676",27506,"1816.88"
"1677",27507,"1497.11"
"1678",27508,"413.1"
"1679",27509,"872.1"
"1680",27510,"642.6"
"1681",27511,"1497.11"
"1682",27513,"1715.13"
"1683",27514,"1526.18"
"1684",27516,"382.5"
"1685",27517,"703.5"
"1686",27519,"1453.5"
"1687",27520,"229.5"
"1688",27524,"1104.66"
"1689",27530,"351.9"
"1690",27532,"504.9"
"1691",27535,"1351.76"
"1692",27536,"1351.76"
"1693",27538,"397.8"
"1694",27540,"1351.76"
"1695",27550,"229.5"
"1696",27552,"306"
"1697",27556,"1279.08"
"1698",27557,"1424.43"
"1699",27558,"2049.44"
"1700",27560,"229.5"
"1701",27562,"260.1"
"1702",27566,"1162.8"
"1703",27570,"247.1"
"1704",27580,"1498.92"
"1705",27590,"1264.55"
"1706",27591,"1075.59"
"1707",27592,"1279.08"
"1708",27594,"443.7"
"1709",27596,"1133.73"
"1710",27598,"1206.41"
"1711",27599,"BR"
"1712",27600,"442.96"
"1713",27601,"455.25"
"1714",27602,"610.47"
"1715",27603,"367.2"
"1716",27604,"137.7"
"1717",27605,"198.9"
"1718",27606,"306"
"1719",27607,"581.4"
"1720",27610,"726.75"
"1721",27612,"712.22"
"1722",27613,"183.6"
"1723",27614,"336.6"
"1724",27615,"1598.85"
"1725",27618,"321.3"
"1726",27619,"504.9"
"1727",27620,"770.36"
"1728",27625,"1002.92"
"1729",27626,"1002.92"
"1730",27630,"351.9"
"1731",27635,"799.43"
"1732",27637,"1075.59"
"1733",27638,"1002.92"
"1734",27640,"959.31"
"1735",27641,"857.57"
"1736",27645,"1148.44"
"1737",27646,"1034.72"
"1738",27647,"1075.59"
"1739",27648,"91.8"
"1740",27650,"828.5"
"1741",27652,"930.24"
"1742",27654,"1002.92"
"1743",27656,"443.7"
"1744",27658,"610.47"
"1745",27659,"770.36"
"1746",27664,"382.5"
"1747",27665,"494.19"
"1748",27675,"443.7"
"1749",27676,"520.2"
"1750",27680,"479.66"
"1751",27681,"581.4"
"1752",27685,"596.7"
"1753",27686,"770.36"
"1754",27687,"683.15"
"1755",27690,"770.36"
"1756",27691,"973.85"
"1757",27692,"247.1"
"1758",27695,"857.57"
"1759",27696,"1250.01"
"1760",27698,"1250.01"
"1761",27700,"1424.43"
"1762",27702,"2427.35"
"1763",27703,"2063.97"
"1764",27704,"784.89"
"1765",27705,"1002.92"
"1766",27707,"494.19"
"1767",27709,"1322.69"
"1768",27712,"1671.53"
"1769",27715,"2325.6"
"1770",27720,"1279.08"
"1771",27722,"1671.53"
"1772",27724,"1816.88"
"1773",27725,"1991.3"
"1774",27727,"1569.78"
"1775",27730,"973.85"
"1776",27732,"581.4"
"1777",27734,"1206.41"
"1778",27740,"1744.2"
"1779",27742,"2107.58"
"1780",27745,"1206.41"
"1781",27750,"321.3"
"1782",27752,"546.72"
"1783",27756,"625.01"
"1784",27758,"1090.13"
"1785",27759,"1191.87"
"1786",27760,"214.2"
"1787",27762,"351.9"
"1788",27766,"872.1"
"1789",27780,"168.3"
"1790",27781,"229.5"
"1791",27784,"668.61"
"1792",27786,"229.5"
"1793",27788,"306"
"1794",27792,"770.36"
"1795",27808,"229.5"
"1796",27810,"489.6"
"1797",27814,"1061.06"
"1798",27816,"306"
"1799",27818,"581.4"
"1800",27822,"1264.55"
"1801",27823,"1453.5"
"1802",27824,"302.48"
"1803",27825,"581.4"
"1804",27826,"1075.59"
"1805",27827,"1162.8"
"1806",27828,"1323.16"
"1807",27829,"639.54"
"1808",27830,"153"
"1809",27831,"229.5"
"1810",27832,"770.36"
"1811",27840,"153"
"1812",27842,"260.1"
"1813",27846,"857.57"
"1814",27848,"1002.92"
"1815",27860,"153"
"1816",27870,"1424.43"
"1817",27871,"1002.92"
"1818",27880,"1061.06"
"1819",27881,"1162.8"
"1820",27882,"784.89"
"1821",27884,"382.5"
"1822",27886,"1002.92"
"1823",27888,"1061.06"
"1824",27889,"1061.06"
"1825",27892,"610.47"
"1826",27893,"610.47"
"1827",27894,"799.43"
"1828",27899,"BR"
"1829",28001,"107.1"
"1830",28002,"306"
"1831",28003,"443.7"
"1832",28005,"474.3"
"1833",28008,"306"
"1834",28010,"137.7"
"1835",28011,"229.5"
"1836",28020,"443.7"
"1837",28022,"367.2"
"1838",28024,"306"
"1839",28030,"494.19"
"1840",28035,"770.36"
"1841",28043,"229.5"
"1842",28045,"382.5"
"1843",28046,"2209.32"
"1844",28050,"421.52"
"1845",28052,"367.2"
"1846",28054,"306"
"1847",28060,"479.66"
"1848",28062,"930.24"
"1849",28070,"581.4"
"1850",28072,"367.2"
"1851",28080,"377.91"
"1852",28086,"520.2"
"1853",28088,"479.66"
"1854",28090,"367.2"
"1855",28092,"229.5"
"1856",28100,"591.1"
"1857",28102,"930.24"
"1858",28103,"712.22"
"1859",28104,"479.66"
"1860",28106,"712.22"
"1861",28107,"712.22"
"1862",28108,"377.84"
"1863",28110,"421.52"
"1864",28111,"566.87"
"1865",28112,"413.1"
"1866",28113,"443.7"
"1867",28114,"1162.8"
"1868",28116,"683.15"
"1869",28118,"566.87"
"1870",28119,"537.8"
"1871",28120,"581.4"
"1872",28122,"489.6"
"1873",28124,"367.2"
"1874",28126,"334.31"
"1875",28130,"857.57"
"1876",28140,"611.52"
"1877",28150,"367.2"
"1878",28153,"363.38"
"1879",28160,"363.38"
"1880",28171,"712.22"
"1881",28173,"596.7"
"1882",28175,"413.1"
"1883",28190,"229.5"
"1884",28192,"351.9"
"1885",28193,"488.91"
"1886",28200,"581.4"
"1887",28202,"770.36"
"1888",28208,"290.7"
"1889",28210,"443.7"
"1890",28220,"479.66"
"1891",28222,"581.4"
"1892",28225,"290.7"
"1893",28226,"367.2"
"1894",28230,"306"
"1895",28232,"153"
"1896",28234,"153"
"1897",28238,"683.15"
"1898",28240,"367.2"
"1899",28250,"500.56"
"1900",28260,"770.36"
"1901",28261,"879.86"
"1902",28262,"1351.76"
"1903",28264,"930.24"
"1904",28270,"306"
"1905",28272,"229.5"
"1906",28280,"413.1"
"1907",28285,"408.52"
"1908",28286,"421.52"
"1909",28288,"443.7"
"1910",28290,"595.94"
"1911",28292,"712.22"
"1912",28293,"810.9"
"1913",28294,"915.71"
"1914",28296,"915.71"
"1915",28297,"915.71"
"1916",28298,"683.15"
"1917",28299,"BR"
"1918",28300,"724.72"
"1919",28302,"715.25"
"1920",28304,"673.2"
"1921",28305,"740.53"
"1922",28306,"610.47"
"1923",28307,"734.4"
"1924",28308,"477.17"
"1925",28309,"612"
"1926",28310,"413.1"
"1927",28312,"336.6"
"1928",28313,"306"
"1929",28315,"413.1"
"1930",28320,"596.7"
"1931",28322,"489.6"
"1932",28340,"BR"
"1933",28341,"BR"
"1934",28344,"BR"
"1935",28345,"BR"
"1936",28360,"BR"
"1937",28400,"153"
"1938",28405,"306"
"1939",28406,"443.7"
"1940",28415,"1025.1"
"1941",28420,"1116.9"
"1942",28430,"183.6"
"1943",28435,"392.45"
"1944",28436,"443.7"
"1945",28445,"1025.1"
"1946",28450,"183.6"
"1947",28455,"290.7"
"1948",28456,"421.52"
"1949",28465,"581.4"
"1950",28470,"153"
"1951",28475,"229.5"
"1952",28476,"421.52"
"1953",28485,"581.4"
"1954",28490,"122.4"
"1955",28495,"174.42"
"1956",28496,"244.8"
"1957",28505,"367.2"
"1958",28510,"76.5"
"1959",28515,"107.1"
"1960",28525,"306"
"1961",28530,"145.35"
"1962",28531,"306"
"1963",28540,"122.4"
"1964",28545,"198.9"
"1965",28546,"306"
"1966",28555,"612"
"1967",28570,"153"
"1968",28575,"260.1"
"1969",28576,"364.85"
"1970",28585,"770.36"
"1971",28600,"153"
"1972",28605,"229.5"
"1973",28606,"306"
"1974",28615,"612"
"1975",28630,"137.7"
"1976",28635,"153"
"1977",28636,"244.8"
"1978",28645,"397.34"
"1979",28660,"45.9"
"1980",28665,"107.1"
"1981",28666,"137.7"
"1982",28675,"244.8"
"1983",28705,"1526.18"
"1984",28715,"1308.15"
"1985",28725,"1046.52"
"1986",28730,"826.2"
"1987",28735,"1002.92"
"1988",28737,"857.57"
"1989",28740,"719.1"
"1990",28750,"719.1"
"1991",28755,"413.1"
"1992",28760,"612"
"1993",28800,"712.22"
"1994",28805,"712.22"
"1995",28810,"581.4"
"1996",28820,"413.1"
"1997",28825,"382.5"
"1998",28899,"BR"
"1999",29000,"363.38"
"2000",29010,"290.7"
"2001",29015,"363.38"
"2002",29020,"290.7"
"2003",29025,"363.38"
"2004",29035,"153"
"2005",29040,"247.1"
"2006",29044,"198.9"
"2007",29046,"214.2"
"2008",29049,"76.5"
"2009",29055,"153"
"2010",29058,"91.8"
"2011",29065,"76.5"
"2012",29075,"61.2"
"2013",29085,"61.2"
"2014",29105,"45.9"
"2015",29125,"45.9"
"2016",29126,"61.2"
"2017",29130,"30.6"
"2018",29131,"45.9"
"2019",29200,"30.6"
"2020",29220,"45.9"
"2021",29240,"30.6"
"2022",29260,"30.6"
"2023",29280,"30.6"
"2024",29305,"153"
"2025",29325,"229.5"
"2026",29345,"107.1"
"2027",29355,"122.4"
"2028",29358,"203.49"
"2029",29365,"91.8"
"2030",29405,"90.89"
"2031",29425,"101.75"
"2032",29435,"130.82"
"2033",29440,"30.6"
"2034",29445,"188.96"
"2035",29450,"45.9"
"2036",29505,"76.5"
"2037",29515,"45.9"
"2038",29520,"45.9"
"2039",29530,"30.6"
"2040",29540,"30.6"
"2041",29550,"15.3"
"2042",29580,"45.9"
"2043",29590,"45.9"
"2044",29700,"30.6"
"2045",29705,"30.6"
"2046",29710,"61.2"
"2047",29715,"76.5"
"2048",29720,"30.6"
"2049",29730,"30.6"
"2050",29740,"30.6"
"2051",29750,"30.6"
"2052",29799,"BR"
"2053",29800,"784.89"
"2054",29804,"1337.22"
"2055",29815,"566.87"
"2056",29819,"944.78"
"2057",29820,"1002.92"
"2058",29821,"1206.41"
"2059",29822,"1090.13"
"2060",29823,"1482.57"
"2061",29825,"1133.73"
"2062",29826,"1482.57"
"2063",29830,"566.87"
"2064",29834,"1046.52"
"2065",29835,"1133.73"
"2066",29836,"1351.76"
"2067",29837,"1206.41"
"2068",29838,"1497.11"
"2069",29840,"625.01"
"2070",29843,"712.22"
"2071",29844,"857.57"
"2072",29845,"1002.92"
"2073",29846,"930.24"
"2074",29847,"1279.08"
"2075",29848,"654.08"
"2076",29850,"1017.45"
"2077",29851,"1104.66"
"2078",29855,"1075.59"
"2079",29856,"1206.41"
"2080",29870,"581.4"
"2081",29871,"857.57"
"2082",29874,"1090.13"
"2083",29875,"1075.59"
"2084",29876,"1279.08"
"2085",29877,"1133.73"
"2086",29879,"1308.15"
"2087",29880,"1569.78"
"2088",29881,"1293.62"
"2089",29882,"1409.9"
"2090",29883,"1816.88"
"2091",29884,"1075.59"
"2092",29885,"1569.78"
"2093",29886,"1250.01"
"2094",29887,"1497.11"
"2095",29888,"2296.53"
"2096",29889,"2296.53"
"2097",29894,"1104.66"
"2098",29895,"1104.66"
"2099",29897,"1031.99"
"2100",29898,"1438.97"
"2101",29909,"BR"
"2102",30000,"76.5"
"2103",30020,"153"
"2104",30100,"76.5"
"2105",30110,"153"
"2106",30115,"413.1"
"2107",30117,"306"
"2108",30118,"749.7"
"2109",30120,"857.57"
"2110",30124,"285.68"
"2111",30125,"1075.59"
"2112",30130,"351.9"
"2113",30140,"523.26"
"2114",30150,"443.7"
"2115",30160,"749.7"
"2116",30200,"45.9"
"2117",30210,"30.6"
"2118",30220,"229.5"
"2119",30300,"61.2"
"2120",30310,"261.63"
"2121",30320,"566.87"
"2122",30400,"1119.2"
"2123",30410,"1598.85"
"2124",30420,"1816.88"
"2125",30430,"596.7"
"2126",30435,"810.9"
"2127",30450,"1560.6"
"2128",30460,"596.7"
"2129",30462,"2093.04"
"2130",30520,"1075.59"
"2131",30540,"1046.52"
"2132",30545,"1962.23"
"2133",30560,"107.1"
"2134",30580,"712.22"
"2135",30600,"712.22"
"2136",30620,"1206.41"
"2137",30630,"857.57"
"2138",30801,"137.7"
"2139",30802,"260.1"
"2140",30901,"61.2"
"2141",30903,"107.1"
"2142",30905,"229.5"
"2143",30906,"214.2"
"2144",30915,"784.89"
"2145",30920,"1206.41"
"2146",30930,"107.1"
"2147",30999,"BR"
"2148",31000,"76.5"
"2149",31002,"91.8"
"2150",31020,"397.8"
"2151",31030,"930.24"
"2152",31032,"1075.59"
"2153",31040,"1991.3"
"2154",31050,"1424.43"
"2155",31051,"1497.11"
"2156",31070,"712.22"
"2157",31075,"1526.18"
"2158",31080,"1424.43"
"2159",31081,"1424.43"
"2160",31084,"1715.13"
"2161",31085,"1715.13"
"2162",31086,"1715.13"
"2163",31087,"1715.13"
"2164",31090,"2470.95"
"2165",31200,"784.89"
"2166",31201,"1002.92"
"2167",31205,"1075.59"
"2168",31225,"2398.28"
"2169",31230,"2761.65"
"2170",31231,"421.52"
"2171",31233,"494.19"
"2172",31235,"930.24"
"2173",31237,"813.96"
"2174",31238,"537.8"
"2175",31239,"1133.73"
"2176",31240,"566.87"
"2177",31254,"1017.45"
"2178",31255,"1395.36"
"2179",31256,"799.43"
"2180",31267,"1206.41"
"2181",31276,"1206.41"
"2182",31287,"1002.92"
"2183",31288,"1075.59"
"2184",31290,"1279.08"
"2185",31291,"1302.92"
"2186",31292,"1133.73"
"2187",31293,"1279.08"
"2188",31294,"BR"
"2189",31299,"BR"
"2190",31300,"1526.18"
"2191",31320,"666.74"
"2192",31360,"1918.62"
"2193",31365,"2848.86"
"2194",31367,"1918.62"
"2195",31368,"2848.86"
"2196",31370,"1918.62"
"2197",31375,"1652.4"
"2198",31380,"1652.4"
"2199",31382,"1652.4"
"2200",31390,"2848.86"
