36415,14.54
99001,8.61
99199,0
99002,11.07
99195,35.06
86890,77.7
84075,8.74
84460,8.93
84450,8.74
84520,6.67
82565,8.66
85025,13.13
80050,43.8
85730,10.14
81001,5.34
82540,7.82
85652,4.56
86140,8.74
85610,6.69
93005,35.06
80053,17.84
86900,5.04
86901,5.04
87086,13.63
80101,48.6
99000,8.61
